4.828829999999999927e+03 9.995795251940390314e-01
4.828840000000000146e+03 9.995761906031597199e-01
4.828850000000000364e+03 9.995728536963547350e-01
4.828860000000000582e+03 9.995695146228210648e-01
4.828870000000000800e+03 9.995661735318895902e-01
4.828880000000001019e+03 9.995628305730297480e-01
4.828890000000001237e+03 9.995594858958571916e-01
4.828900000000001455e+03 9.995561396501376761e-01
4.828910000000001673e+03 9.995527919857936094e-01
4.828920000000001892e+03 9.995494430529103802e-01
4.828930000000002110e+03 9.995460930017413537e-01
4.828940000000002328e+03 9.995427419827163096e-01
4.828950000000002547e+03 9.995393901464444397e-01
4.828960000000002765e+03 9.995360376437235628e-01
4.828970000000002983e+03 9.995326846255437880e-01
4.828980000000003201e+03 9.995293312430973964e-01
4.828990000000003420e+03 9.995259776477830593e-01
4.829000000000003638e+03 9.995226239912136101e-01
4.829010000000003856e+03 9.995192704252230387e-01
4.829020000000004075e+03 9.995159171018732636e-01
4.829030000000004293e+03 9.995125641734626809e-01
4.829040000000004511e+03 9.995092117925322706e-01
4.829050000000004729e+03 9.995058601118739228e-01
4.829060000000004948e+03 9.995025092845387649e-01
4.829070000000005166e+03 9.994991594638451549e-01
4.829080000000005384e+03 9.994958108033870081e-01
4.829090000000005602e+03 9.994924634570419020e-01
4.829100000000005821e+03 9.994891175789800686e-01
4.829110000000006039e+03 9.994857733236744979e-01
4.829120000000006257e+03 9.994824308459090423e-01
4.829130000000006476e+03 9.994790903007890748e-01
4.829140000000006694e+03 9.994757518437500377e-01
4.829150000000006912e+03 9.994724156305687668e-01
4.829160000000007130e+03 9.994690818173732616e-01
4.829170000000007349e+03 9.994657505606545644e-01
4.829180000000007567e+03 9.994624220172759754e-01
4.829190000000007785e+03 9.994590963444853760e-01
4.829200000000008004e+03 9.994557736999274411e-01
4.829210000000008222e+03 9.994524542416551860e-01
4.829220000000008440e+03 9.994491381281420672e-01
4.829230000000008658e+03 9.994458255182948614e-01
4.829240000000008877e+03 9.994425165714673209e-01
4.829250000000009095e+03 9.994392114474722755e-01
4.829260000000009313e+03 9.994359103065973970e-01
4.829270000000009532e+03 9.994326133096178566e-01
4.829280000000009750e+03 9.994293206178120892e-01
4.829290000000009968e+03 9.994260323929758938e-01
4.829300000000010186e+03 9.994227487974389756e-01
4.829310000000010405e+03 9.994194699940800453e-01
4.829320000000010623e+03 9.994161961463439159e-01
4.829330000000010841e+03 9.994129274182584899e-01
4.829340000000011059e+03 9.994096639744510790e-01
4.829350000000011278e+03 9.994064059801686106e-01
4.829360000000011496e+03 9.994031536012942807e-01
4.829370000000011714e+03 9.993999070043686483e-01
4.829380000000011933e+03 9.993966663566088426e-01
4.829390000000012151e+03 9.993934318259299898e-01
4.829400000000012369e+03 9.993902035809683060e-01
4.829410000000012587e+03 9.993869817911037456e-01
4.829420000000012806e+03 9.993837666264868691e-01
4.829430000000013024e+03 9.993805582580667091e-01
4.829440000000013242e+03 9.993773568576269639e-01
4.829450000000013461e+03 9.993741625978342924e-01
4.829460000000013679e+03 9.993709756523521115e-01
4.829470000000013897e+03 9.993677961957233569e-01
4.829480000000014115e+03 9.993646244030102155e-01
4.829490000000014334e+03 9.993614604501834808e-01
4.829500000000014552e+03 9.993583045141440913e-01
4.829510000000014770e+03 9.993551567727509966e-01
4.829520000000014988e+03 9.993520174048430293e-01
4.829530000000015207e+03 9.993488865902667717e-01
4.829540000000015425e+03 9.993457645099019793e-01
4.829550000000015643e+03 9.993426513456867832e-01
4.829560000000015862e+03 9.993395472806462232e-01
4.829570000000016080e+03 9.993364524989181152e-01
4.829580000000016298e+03 9.993333671857810296e-01
4.829590000000016516e+03 9.993302915276817133e-01
4.829600000000016735e+03 9.993272257122625124e-01
4.829610000000016953e+03 9.993241699283910151e-01
4.829620000000017171e+03 9.993211243661864751e-01
4.829630000000017390e+03 9.993180892170482332e-01
4.829640000000017608e+03 9.993150646736860265e-01
4.829650000000017826e+03 9.993120509301446353e-01
4.829660000000018044e+03 9.993090481818346360e-01
4.829670000000018263e+03 9.993060566255584920e-01
4.829680000000018481e+03 9.993030764595377535e-01
4.829690000000018699e+03 9.993001078834391482e-01
4.829700000000018917e+03 9.992971510984005601e-01
4.829710000000019136e+03 9.992942063070563430e-01
4.829720000000019354e+03 9.992912737135589696e-01
4.829730000000019572e+03 9.992883535236026793e-01
4.829740000000019791e+03 9.992854459444429072e-01
4.829750000000020009e+03 9.992825511849157127e-01
4.829760000000020227e+03 9.992796694554543224e-01
4.829770000000020445e+03 9.992768009681014529e-01
4.829780000000020664e+03 9.992739459365231891e-01
4.829790000000020882e+03 9.992711045760145350e-01
4.829800000000021100e+03 9.992682771035064082e-01
4.829810000000021319e+03 9.992654637375644189e-01
4.829820000000021537e+03 9.992626646983864269e-01
4.829830000000021755e+03 9.992598802077946596e-01
4.829840000000021973e+03 9.992571104892211675e-01
4.829850000000022192e+03 9.992543557676898391e-01
4.829860000000022410e+03 9.992516162697900883e-01
4.829870000000022628e+03 9.992488922236456572e-01
4.829880000000022847e+03 9.992461838588756473e-01
4.829890000000023065e+03 9.992434914065465579e-01
4.829900000000023283e+03 9.992408150991175519e-01
4.829910000000023501e+03 9.992381551703752862e-01
4.829920000000023720e+03 9.992355118553614135e-01
4.829930000000023938e+03 9.992328853902872066e-01
4.829940000000024156e+03 9.992302760124388561e-01
4.829950000000024374e+03 9.992276839600725546e-01
4.829960000000024593e+03 9.992251094722935933e-01
4.829970000000024811e+03 9.992225527889295744e-01
4.829980000000025029e+03 9.992200141503828625e-01
4.829990000000025248e+03 9.992174937974758198e-01
4.830000000000025466e+03 9.992149919712774997e-01
4.830010000000025684e+03 9.992125089129193505e-01
4.830020000000025902e+03 9.992100448633919330e-01
4.830030000000026121e+03 9.992076000633302035e-01
4.830040000000026339e+03 9.992051747527799233e-01
4.830050000000026557e+03 9.992027691709497450e-01
4.830060000000026776e+03 9.992003835559458702e-01
4.830070000000026994e+03 9.991980181444924947e-01
4.830080000000027212e+03 9.991956731716326034e-01
4.830090000000027430e+03 9.991933488704146660e-01
4.830100000000027649e+03 9.991910454715615675e-01
4.830110000000027867e+03 9.991887632031257738e-01
4.830120000000028085e+03 9.991865022901262883e-01
4.830130000000028303e+03 9.991842629541698440e-01
4.830140000000028522e+03 9.991820454130604379e-01
4.830150000000028740e+03 9.991798498803921014e-01
4.830160000000028958e+03 9.991776765651277925e-01
4.830170000000029177e+03 9.991755256711678523e-01
4.830180000000029395e+03 9.991733973969059157e-01
4.830190000000029613e+03 9.991712919347742750e-01
4.830200000000029831e+03 9.991692094707802507e-01
4.830210000000030050e+03 9.991671501840344582e-01
4.830220000000030268e+03 9.991651142462725232e-01
4.830230000000030486e+03 9.991631018213755766e-01
4.830240000000030705e+03 9.991611130648810901e-01
4.830250000000030923e+03 9.991591481235000405e-01
4.830260000000031141e+03 9.991572071346283002e-01
4.830270000000031359e+03 9.991552902258655777e-01
4.830280000000031578e+03 9.991533975145368007e-01
4.830290000000031796e+03 9.991515291072220473e-01
4.830300000000032014e+03 9.991496850992938050e-01
4.830310000000032232e+03 9.991478655744671089e-01
4.830320000000032451e+03 9.991460706043638895e-01
4.830330000000032669e+03 9.991443002480917546e-01
4.830340000000032887e+03 9.991425545518433093e-01
4.830350000000033106e+03 9.991408335485152392e-01
4.830360000000033324e+03 9.991391372573485974e-01
4.830370000000033542e+03 9.991374656835987356e-01
4.830380000000033760e+03 9.991358188182295486e-01
4.830390000000033979e+03 9.991341966376366956e-01
4.830400000000034197e+03 9.991325991034055720e-01
4.830410000000034415e+03 9.991310261620992561e-01
4.830420000000034634e+03 9.991294777450857589e-01
4.830430000000034852e+03 9.991279537683983580e-01
4.830440000000035070e+03 9.991264541326374538e-01
4.830450000000035288e+03 9.991249787229099510e-01
4.830460000000035507e+03 9.991235274088117180e-01
4.830470000000035725e+03 9.991221000444496791e-01
4.830480000000035943e+03 9.991206964685109826e-01
4.830490000000036162e+03 9.991193165043684710e-01
4.830500000000036380e+03 9.991179599602370009e-01
4.830510000000036598e+03 9.991166266293696196e-01
4.830520000000036816e+03 9.991153162902968177e-01
4.830530000000037035e+03 9.991140287071117454e-01
4.830540000000037253e+03 9.991127636297969516e-01
4.830550000000037471e+03 9.991115207945917565e-01
4.830560000000037689e+03 9.991102999244013683e-01
4.830570000000037908e+03 9.991091007292475235e-01
4.830580000000038126e+03 9.991079229067534317e-01
4.830590000000038344e+03 9.991067661426679125e-01
4.830600000000038563e+03 9.991056301114231708e-01
4.830610000000038781e+03 9.991045144767249919e-01
4.830620000000038999e+03 9.991034188921718018e-01
4.830630000000039217e+03 9.991023430019043694e-01
4.830640000000039436e+03 9.991012864412776029e-01
4.830650000000039654e+03 9.991002488375548829e-01
4.830660000000039872e+03 9.990992298106253777e-01
4.830670000000040091e+03 9.990982289737319055e-01
4.830680000000040309e+03 9.990972459342200018e-01
4.830690000000040527e+03 9.990962802942892074e-01
4.830700000000040745e+03 9.990953316517579008e-01
4.830710000000040964e+03 9.990943996008299077e-01
4.830720000000041182e+03 9.990934837328629969e-01
4.830730000000041400e+03 9.990925836371347124e-01
4.830740000000041618e+03 9.990916989016032090e-01
4.830750000000041837e+03 9.990908291136608721e-01
4.830760000000042055e+03 9.990899738608778335e-01
4.830770000000042273e+03 9.990891327317285020e-01
4.830780000000042492e+03 9.990883053163044369e-01
4.830790000000042710e+03 9.990874912070093483e-01
4.830800000000042928e+03 9.990866899992295602e-01
4.830810000000043146e+03 9.990859012919821591e-01
4.830820000000043365e+03 9.990851246885391612e-01
4.830830000000043583e+03 9.990843597970203716e-01
4.830840000000043801e+03 9.990836062309625953e-01
4.830850000000044020e+03 9.990828636098499915e-01
4.830860000000044238e+03 9.990821315596205565e-01
4.830870000000044456e+03 9.990814097131335281e-01
4.830880000000044674e+03 9.990806977106054809e-01
4.830890000000044893e+03 9.990799952000102291e-01
4.830900000000045111e+03 9.990793018374432011e-01
4.830910000000045329e+03 9.990786172874502880e-01
4.830920000000045547e+03 9.990779412233210532e-01
4.830930000000045766e+03 9.990772733273466377e-01
4.830940000000045984e+03 9.990766132910404718e-01
4.830950000000046202e+03 9.990759608153255700e-01
4.830960000000046421e+03 9.990753156106856325e-01
4.830970000000046639e+03 9.990746773972837280e-01
4.830980000000046857e+03 9.990740459050473365e-01
4.830990000000047075e+03 9.990734208737220845e-01
4.831000000000047294e+03 9.990728020528937270e-01
4.831010000000047512e+03 9.990721892019813755e-01
4.831020000000047730e+03 9.990715820902028588e-01
4.831030000000047949e+03 9.990709804965132168e-01
4.831040000000048167e+03 9.990703842095169929e-01
4.831050000000048385e+03 9.990697930273590988e-01
4.831060000000048603e+03 9.990692067575912549e-01
4.831070000000048822e+03 9.990686252170197790e-01
4.831080000000049040e+03 9.990680482315345001e-01
4.831090000000049258e+03 9.990674756359195774e-01
4.831100000000049477e+03 9.990669072736509948e-01
4.831110000000049695e+03 9.990663429966774034e-01
4.831120000000049913e+03 9.990657826651916373e-01
4.831130000000050131e+03 9.990652261473925710e-01
4.831140000000050350e+03 9.990646733192323214e-01
4.831150000000050568e+03 9.990641240641647824e-01
4.831160000000050786e+03 9.990635782728798375e-01
4.831170000000051004e+03 9.990630358430396818e-01
4.831180000000051223e+03 9.990624966790081496e-01
4.831190000000051441e+03 9.990619606915783768e-01
4.831200000000051659e+03 9.990614277977031277e-01
4.831210000000051878e+03 9.990608979202210138e-01
4.831220000000052096e+03 9.990603709875871541e-01
4.831230000000052314e+03 9.990598469336048337e-01
4.831240000000052532e+03 9.990593256971632696e-01
4.831250000000052751e+03 9.990588072219740434e-01
4.831260000000052969e+03 9.990582914563198580e-01
4.831270000000053187e+03 9.990577783528001854e-01
4.831280000000053406e+03 9.990572678680906815e-01
4.831290000000053624e+03 9.990567599627060424e-01
4.831300000000053842e+03 9.990562546007679678e-01
4.831310000000054060e+03 9.990557517497832274e-01
4.831320000000054279e+03 9.990552513804294987e-01
4.831330000000054497e+03 9.990547534663475338e-01
4.831340000000054715e+03 9.990542579839414294e-01
4.831350000000054933e+03 9.990537649121888908e-01
4.831360000000055152e+03 9.990532742324575999e-01
4.831370000000055370e+03 9.990527859283310219e-01
4.831380000000055588e+03 9.990522999854425379e-01
4.831390000000055807e+03 9.990518163913173488e-01
4.831400000000056025e+03 9.990513351352215965e-01
4.831410000000056243e+03 9.990508562080229193e-01
4.831420000000056461e+03 9.990503796020536731e-01
4.831430000000056680e+03 9.990499053109849203e-01
4.831440000000056898e+03 9.990494333297079699e-01
4.831450000000057116e+03 9.990489636542223550e-01
4.831460000000057335e+03 9.990484962815301406e-01
4.831470000000057553e+03 9.990480312095380011e-01
4.831480000000057771e+03 9.990475684369650722e-01
4.831490000000057989e+03 9.990471079632563534e-01
4.831500000000058208e+03 9.990466497885054364e-01
4.831510000000058426e+03 9.990461939133760128e-01
4.831520000000058644e+03 9.990457403390367030e-01
4.831530000000058862e+03 9.990452890670953323e-01
4.831540000000059081e+03 9.990448400995394218e-01
4.831550000000059299e+03 9.990443934386830094e-01
4.831560000000059517e+03 9.990439490871151351e-01
4.831570000000059736e+03 9.990435070476535451e-01
4.831580000000059954e+03 9.990430673233023917e-01
4.831590000000060172e+03 9.990426299172140423e-01
4.831600000000060390e+03 9.990421948326507762e-01
4.831610000000060609e+03 9.990417620729550308e-01
4.831620000000060827e+03 9.990413316415174272e-01
4.831630000000061045e+03 9.990409035417510131e-01
4.831640000000061264e+03 9.990404777770652833e-01
4.831650000000061482e+03 9.990400543508441977e-01
4.831660000000061700e+03 9.990396332664261969e-01
4.831670000000061918e+03 9.990392145270839963e-01
4.831680000000062137e+03 9.990387981360102643e-01
4.831690000000062355e+03 9.990383840962999695e-01
4.831700000000062573e+03 9.990379724109372805e-01
4.831710000000062792e+03 9.990375630827830200e-01
4.831720000000063010e+03 9.990371561145624524e-01
4.831730000000063228e+03 9.990367515088530714e-01
4.831740000000063446e+03 9.990363492680734980e-01
4.831750000000063665e+03 9.990359493944690472e-01
4.831760000000063883e+03 9.990355518900893017e-01
4.831770000000064101e+03 9.990351567567158364e-01
4.831780000000064319e+03 9.990347639960116544e-01
4.831790000000064538e+03 9.990343736098461491e-01
4.831800000000064756e+03 9.990339855998748853e-01
4.831810000000064974e+03 9.990335999675402645e-01
4.831820000000065193e+03 9.990332167140708597e-01
4.831830000000065411e+03 9.990328358404839681e-01
4.831840000000065629e+03 9.990324573475837244e-01
4.831850000000065847e+03 9.990320812359619884e-01
4.831860000000066066e+03 9.990317075059990115e-01
4.831870000000066284e+03 9.990313361578627704e-01
4.831880000000066502e+03 9.990309671915107437e-01
4.831890000000066721e+03 9.990306006066886901e-01
4.831900000000066939e+03 9.990302364029308713e-01
4.831910000000067157e+03 9.990298745795609392e-01
4.831920000000067375e+03 9.990295151356919368e-01
4.831930000000067594e+03 9.990291580702265195e-01
4.831940000000067812e+03 9.990288033818557345e-01
4.831950000000068030e+03 9.990284510690611297e-01
4.831960000000068248e+03 9.990281011301126446e-01
4.831970000000068467e+03 9.990277535630711636e-01
4.831980000000068685e+03 9.990274083657855186e-01
4.831990000000068903e+03 9.990270655358943763e-01
4.832000000000069122e+03 9.990267250708254609e-01
4.832010000000069340e+03 9.990263869677954434e-01
4.832020000000069558e+03 9.990260512238087198e-01
4.832030000000069776e+03 9.990257178356590773e-01
4.832040000000069995e+03 9.990253867999270287e-01
4.832050000000070213e+03 9.990250581129807017e-01
4.832060000000070431e+03 9.990247317709761710e-01
4.832070000000070650e+03 9.990244077698546832e-01
4.832080000000070868e+03 9.990240861053442112e-01
4.832090000000071086e+03 9.990237667729574556e-01
4.832100000000071304e+03 9.990234497679929548e-01
4.832110000000071523e+03 9.990231350855326431e-01
4.832120000000071741e+03 9.990228227204419609e-01
4.832130000000071959e+03 9.990225126673702993e-01
4.832140000000072177e+03 9.990222049207477806e-01
4.832150000000072396e+03 9.990218994747871450e-01
4.832160000000072614e+03 9.990215963234817531e-01
4.832170000000072832e+03 9.990212954606055851e-01
4.832180000000073051e+03 9.990209968797117979e-01
4.832190000000073269e+03 9.990207005741338353e-01
4.832200000000073487e+03 9.990204065369827635e-01
4.832210000000073705e+03 9.990201147611482702e-01
4.832220000000073924e+03 9.990198252392984424e-01
4.832230000000074142e+03 9.990195379638775464e-01
4.832240000000074360e+03 9.990192529271068045e-01
4.832250000000074579e+03 9.990189701209850615e-01
4.832260000000074797e+03 9.990186895372867859e-01
4.832270000000075015e+03 9.990184111675629586e-01
4.832280000000075233e+03 9.990181350031402951e-01
4.832290000000075452e+03 9.990178610351218014e-01
4.832300000000075670e+03 9.990175892543875502e-01
4.832310000000075888e+03 9.990173196515937937e-01
4.832320000000076107e+03 9.990170522171728518e-01
4.832330000000076325e+03 9.990167869413359991e-01
4.832340000000076543e+03 9.990165238140710224e-01
4.832350000000076761e+03 9.990162628251448851e-01
4.832360000000076980e+03 9.990160039641046152e-01
4.832370000000077198e+03 9.990157472202767508e-01
4.832380000000077416e+03 9.990154925827694488e-01
4.832390000000077634e+03 9.990152400404734845e-01
4.832400000000077853e+03 9.990149895820645831e-01
4.832410000000078071e+03 9.990147411960018653e-01
4.832420000000078289e+03 9.990144948705342864e-01
4.832430000000078508e+03 9.990142505936973061e-01
4.832440000000078726e+03 9.990140083533184390e-01
4.832450000000078944e+03 9.990137681370181433e-01
